#N 	Name 	S[cm] 	L[cm] 	B[kG] 	G[kG/cm]   S[kG/cm/cm] 	Tilt[deg] 	Tilt_out 	BendAng[deg]
296 	R1D6 	11275.5 	50   D_E[MeV]=3.6875  E_out[MeV]=469.114
297 	D10007 	11341.6 	66.06  
298 	R1D7 	11391.6 	50   D_E[MeV]=3.6875  E_out[MeV]=472.802
299 	D10006 	11416.6 	25  
300 	R1D8 	11466.6 	50   D_E[MeV]=3.6875  E_out[MeV]=476.489
301 	D10019 	11532.1 	65.5081  
302 	ITV1L14 	11532.1 	0   	0 	0 	0 	0
303 	D10020 	11543.9 	11.7598  
304 	MAT1L14H 	11543.9 	1e-006 	0 	0 	0 	0
305 	D10015 	11583.8 	39.9473  
306 	IPM1L14 	11583.8 	0   	0 	0 	0 	0
307 	D10016 	11585.5 	1.6948  
308 	MQSnl 	11592.5 	7 	0 	0 	0 	0
309 	D10010 	11602.5 	10  
310 	MQB1L14 	11617.5 	15 	0 	0.192385 	0 	0
311 	D10005 	11728.4 	110.91  
312 	R1E1 	11778.4 	50   D_E[MeV]=3.6875  E_out[MeV]=480.177
313 	D10006 	11803.4 	25  
314 	R1E2 	11853.4 	50   D_E[MeV]=3.6875  E_out[MeV]=483.864
315 	D10007 	11919.5 	66.06  
316 	R1E3 	11969.5 	50   D_E[MeV]=3.6875  E_out[MeV]=487.552
317 	D10006 	11994.5 	25  
318 	R1E4 	12044.5 	50   D_E[MeV]=3.6875  E_out[MeV]=491.239
319 	D10007 	12110.5 	66.06  
320 	R1E5 	12160.5 	50   D_E[MeV]=3.6875  E_out[MeV]=494.927
321 	D10006 	12185.5 	25  
322 	R1E6 	12235.5 	50   D_E[MeV]=3.6875  E_out[MeV]=498.614
323 	D10007 	12301.6 	66.06  
324 	R1E7 	12351.6 	50   D_E[MeV]=3.6875  E_out[MeV]=502.302
325 	D10006 	12376.6 	25  
326 	R1E8 	12426.6 	50   D_E[MeV]=3.6875  E_out[MeV]=505.989
327 	D10021 	12525.8 	99.2391  
328 	MAT1L15V 	12525.8 	1e-006 	0 	0 	0 	90
329 	D10018 	12543.8 	17.9761  
330 	IPM1L15 	12543.8 	0   	0 	0 	0 	0
331 	D10016 	12545.5 	1.6948  
332 	MQSnl 	12552.5 	7 	0 	0 	0 	0
333 	D10010 	12562.5 	10  
334 	MQB1L15 	12577.5 	15 	0 	-0.204283 	0 	0
335 	D10005 	12688.4 	110.91  
336 	R1F1 	12738.4 	50   D_E[MeV]=3.6875  E_out[MeV]=509.677
337 	D10006 	12763.4 	25  
338 	R1F2 	12813.4 	50   D_E[MeV]=3.6875  E_out[MeV]=513.364
339 	D10007 	12879.5 	66.06  
340 	R1F3 	12929.5 	50   D_E[MeV]=3.6875  E_out[MeV]=517.052
341 	D10006 	12954.5 	25  
342 	R1F4 	13004.5 	50   D_E[MeV]=3.6875  E_out[MeV]=520.739
343 	D10007 	13070.5 	66.06  
344 	R1F5 	13120.5 	50   D_E[MeV]=3.6875  E_out[MeV]=524.427
345 	D10006 	13145.5 	25  
346 	R1F6 	13195.5 	50   D_E[MeV]=3.6875  E_out[MeV]=528.114
347 	D10007 	13261.6 	66.06  
348 	R1F7 	13311.6 	50   D_E[MeV]=3.6875  E_out[MeV]=531.802
349 	D10006 	13336.6 	25  
350 	R1F8 	13386.6 	50   D_E[MeV]=3.6875  E_out[MeV]=535.489
351 	D10014 	13463.9 	77.2679  
352 	MAT1L16H 	13463.9 	1e-006 	0 	0 	0 	0
353 	D10015 	13503.8 	39.9473  
354 	IPM1L16 	13503.8 	0   	0 	0 	0 	0
355 	D10016 	13505.5 	1.6948  
356 	MQSnl 	13512.5 	7 	0 	0 	0 	0
357 	D10010 	13522.5 	10  
358 	MQB1L16 	13537.5 	15 	0 	0.216181 	0 	0
359 	D10005 	13648.4 	110.91  
360 	R1G1 	13698.4 	50   D_E[MeV]=3.6875  E_out[MeV]=539.177
361 	D10006 	13723.4 	25  
362 	R1G2 	13773.4 	50   D_E[MeV]=3.6875  E_out[MeV]=542.864
363 	D10007 	13839.5 	66.06  
364 	R1G3 	13889.5 	50   D_E[MeV]=3.6875  E_out[MeV]=546.552
365 	D10006 	13914.5 	25  
366 	R1G4 	13964.5 	50   D_E[MeV]=3.6875  E_out[MeV]=550.239
367 	D10007 	14030.5 	66.06  
368 	R1G5 	14080.5 	50   D_E[MeV]=3.6875  E_out[MeV]=553.927
369 	D10006 	14105.5 	25  
370 	R1G6 	14155.5 	50   D_E[MeV]=3.6875  E_out[MeV]=557.614
371 	D10007 	14221.6 	66.06  
372 	R1G7 	14271.6 	50   D_E[MeV]=3.6875  E_out[MeV]=561.302
373 	D10006 	14296.6 	25  
374 	R1G8 	14346.6 	50   D_E[MeV]=3.6875  E_out[MeV]=564.989
375 	D10021 	14445.8 	99.2391  
376 	MAT1L17V 	14445.8 	1e-006 	0 	0 	0 	90
377 	D10018 	14463.8 	17.9761  
378 	IPM1L17 	14463.8 	0   	0 	0 	0 	0
379 	D10016 	14465.5 	1.6948  
380 	MQSnl 	14472.5 	7 	0 	0 	0 	0
381 	D10010 	14482.5 	10  
382 	MQB1L17 	14497.5 	15 	0 	-0.228079 	0 	0
383 	D10005 	14608.4 	110.91  
384 	R1H1 	14658.4 	50   D_E[MeV]=3.6875  E_out[MeV]=568.677
385 	D10006 	14683.4 	25  
386 	R1H2 	14733.4 	50   D_E[MeV]=3.6875  E_out[MeV]=572.364
387 	D10007 	14799.5 	66.06  
388 	R1H3 	14849.5 	50   D_E[MeV]=3.6875  E_out[MeV]=576.052
389 	D10006 	14874.5 	25  
390 	R1H4 	14924.5 	50   D_E[MeV]=3.6875  E_out[MeV]=579.739
391 	D10007 	14990.5 	66.06  
392 	R1H5 	15040.5 	50   D_E[MeV]=3.6875  E_out[MeV]=583.427
393 	D10006 	15065.5 	25  
394 	R1H6 	15115.5 	50   D_E[MeV]=3.6875  E_out[MeV]=587.114
395 	D10007 	15181.6 	66.06  
396 	R1H7 	15231.6 	50   D_E[MeV]=3.6875  E_out[MeV]=590.802
397 	D10006 	15256.6 	25  
398 	R1H8 	15306.6 	50   D_E[MeV]=3.6875  E_out[MeV]=594.489
399 	D10019 	15372.1 	65.5081  
400 	ITV1L18 	15372.1 	0   	0 	0 	0 	0
401 	D10020 	15383.9 	11.7598  
402 	MAT1L18H 	15383.9 	1e-006 	0 	0 	0 	0
403 	D10015 	15423.8 	39.9473  
404 	IPM1L18 	15423.8 	0   	0 	0 	0 	0
405 	D10016 	15425.5 	1.6948  
406 	MQSnl 	15432.5 	7 	0 	0 	0 	0
407 	D10010 	15442.5 	10  
408 	MQB1L18 	15457.5 	15 	0 	0.239977 	0 	0
409 	D10005 	15568.4 	110.91  
410 	R1I1 	15618.4 	50   D_E[MeV]=3.6875  E_out[MeV]=598.177
411 	D10006 	15643.4 	25  
412 	R1I2 	15693.4 	50   D_E[MeV]=3.6875  E_out[MeV]=601.864
413 	D10007 	15759.5 	66.06  
414 	R1I3 	15809.5 	50   D_E[MeV]=3.6875  E_out[MeV]=605.552
415 	D10006 	15834.5 	25  
416 	R1I4 	15884.5 	50   D_E[MeV]=3.6875  E_out[MeV]=609.239
417 	D10007 	15950.5 	66.06  
418 	R1I5 	16000.5 	50   D_E[MeV]=3.6875  E_out[MeV]=612.927
419 	D10006 	16025.5 	25  
420 	R1I6 	16075.5 	50   D_E[MeV]=3.6875  E_out[MeV]=616.614
421 	D10007 	16141.6 	66.06  
422 	R1I7 	16191.6 	50   D_E[MeV]=3.6875  E_out[MeV]=620.302
423 	D10006 	16216.6 	25  
424 	R1I8 	16266.6 	50   D_E[MeV]=3.6875  E_out[MeV]=623.989
425 	D10021 	16365.8 	99.2391  
426 	MAT1L19V 	16365.8 	1e-006 	0 	0 	0 	90
427 	D10018 	16383.8 	17.9761  
428 	IPM1L19 	16383.8 	0   	0 	0 	0 	0
429 	D10016 	16385.5 	1.6948  
430 	MQSnl 	16392.5 	7 	0 	0 	0 	0
431 	D10010 	16402.5 	10  
432 	MQB1L19 	16417.5 	15 	0 	-0.251875 	0 	0
433 	D10005 	16528.4 	110.91  
434 	R1J1 	16578.4 	50   D_E[MeV]=3.6875  E_out[MeV]=627.677
435 	D10006 	16603.4 	25  
436 	R1J2 	16653.4 	50   D_E[MeV]=3.6875  E_out[MeV]=631.364
437 	D10007 	16719.5 	66.06  
438 	R1J3 	16769.5 	50   D_E[MeV]=3.6875  E_out[MeV]=635.052
439 	D10006 	16794.5 	25  
440 	R1J4 	16844.5 	50   D_E[MeV]=3.6875  E_out[MeV]=638.739
441 	D10007 	16910.5 	66.06  
442 	R1J5 	16960.5 	50   D_E[MeV]=3.6875  E_out[MeV]=642.427
443 	D10006 	16985.5 	25  
444 	R1J6 	17035.5 	50   D_E[MeV]=3.6875  E_out[MeV]=646.114
445 	D10007 	17101.6 	66.06  
446 	R1J7 	17151.6 	50   D_E[MeV]=3.6875  E_out[MeV]=649.802
447 	D10006 	17176.6 	25  
448 	R1J8 	17226.6 	50   D_E[MeV]=3.6875  E_out[MeV]=653.489
449 	D10014 	17303.9 	77.2679  
450 	MAT1L20H 	17303.9 	1e-006 	0 	0 	0 	0
451 	D10015 	17343.8 	39.9473  
452 	IPM1L20 	17343.8 	0   	0 	0 	0 	0
453 	D10016 	17345.5 	1.6948  
454 	MQSnl 	17352.5 	7 	0 	0 	0 	0
455 	D10010 	17362.5 	10  
